t,lowlevel_cnt,policy_run_steps,warmup,L_hip_pitch,L_hip_roll,L_hip_yaw,L_knee,L_ankle_pitch,L_ankle_roll,R_hip_pitch,R_hip_roll,R_hip_yaw,R_knee,R_ankle_pitch,R_ankle_roll
3.000000,3000,3000,0,0.98518115,-0.25171244,-0.05483258,-2.20743489,-0.06590212,-2.23448992,0.48338148,2.08102560,1.29747391,-0.73977721,0.05051445,-1.38618422
3.010000,3010,3010,0,1.01205218,-0.28017294,0.00495991,-2.25565529,-0.07272629,-2.25224686,0.53045130,2.03388000,1.22315979,-0.74768889,0.10613243,-1.36911511
3.020000,3020,3020,0,1.04944551,-0.29049414,0.01446935,-2.31204796,-0.10269257,-2.26061869,0.58802748,1.96962023,1.18053699,-0.73483694,0.17907743,-1.35881186
3.030000,3030,3030,0,1.08344746,-0.29715830,0.01834515,-2.33863974,-0.13023695,-2.25959301,0.64508402,1.89687896,1.15836263,-0.71848220,0.22929023,-1.35182405
3.040000,3040,3040,0,1.09922349,-0.29205060,0.02403316,-2.31624627,-0.15269306,-2.24884772,0.69417167,1.82068419,1.13540232,-0.70659959,0.25225651,-1.34439206
3.050000,3050,3050,0,1.09611404,-0.28527361,0.03857923,-2.24266791,-0.16560981,-2.22757912,0.73535037,1.74325883,1.10325921,-0.69881469,0.25398731,-1.32980990
3.060000,3060,3060,0,1.07731116,-0.27520496,0.05142155,-2.12852955,-0.17419362,-2.19472742,0.76996213,1.66960049,1.05828857,-0.69181848,0.24873595,-1.30770683
3.070000,3070,3070,0,1.04537511,-0.26438421,0.06288138,-1.97635055,-0.17837566,-2.15206933,0.79925781,1.59990942,1.00191057,-0.68326920,0.23831747,-1.28106666
3.080000,3080,3080,0,0.99999171,-0.24912189,0.07774663,-1.78817344,-0.17533606,-2.10032248,0.81941086,1.53217769,0.94030029,-0.67108268,0.21981077,-1.24906993
3.090000,3090,3090,0,0.94467032,-0.22166447,0.10057867,-1.57232809,-0.16589475,-2.03747392,0.83092010,1.46390116,0.87281460,-0.65468287,0.19269525,-1.21060443
3.100000,3100,3100,0,0.88382399,-0.17950827,0.13524362,-1.33443952,-0.14998209,-1.96241701,0.83599114,1.38986731,0.79643220,-0.63301283,0.15627931,-1.16294217
3.110000,3110,3110,0,0.81752568,-0.12164281,0.17798935,-1.07786012,-0.13297868,-1.87373555,0.83268720,1.30784833,0.71748388,-0.60161650,0.11660747,-1.10570574
3.120000,3120,3120,0,0.74730271,-0.05430982,0.22433457,-0.79484504,-0.11852407,-1.76943541,0.82244647,1.21380258,0.62821937,-0.55875272,0.08046286,-1.03507710
3.130000,3130,3130,0,0.67270309,0.01859990,0.27101597,-0.46994773,-0.10951089,-1.64622068,0.80813760,1.08839691,0.51384920,-0.50219166,0.04557453,-0.94394350
3.140000,3140,3140,0,0.59174752,0.09861217,0.32469612,-0.10505975,-0.10531942,-1.50618064,0.79026800,0.92880869,0.36659849,-0.44172096,0.00697415,-0.82556844
3.150000,3150,3150,0,0.49950901,0.18070588,0.38204640,0.29787064,-0.11083715,-1.34718931,0.76764429,0.74903691,0.17684655,-0.38867122,-0.04814393,-0.65473592
3.160000,3160,3160,0,0.38059264,0.25917193,0.42658594,0.74112135,-0.13660863,-1.16391182,0.73628610,0.57166278,-0.07952367,-0.36120641,-0.16714729,-0.35717830
3.170000,3170,3170,0,0.19589581,0.30505139,0.41060632,1.25213540,-0.16496336,-0.94059402,0.73590285,0.42432290,-0.44954452,-0.39521772,-0.42853376,0.25674498
3.180000,3180,3180,0,-0.01440750,0.28450507,0.14601021,1.80982423,-0.21600710,-0.59507465,0.73857719,0.08037527,-0.91230136,-0.35567361,-0.77291512,1.24028265
3.190000,3190,3190,0,-0.28973982,0.02630155,-0.57508451,2.17425680,-0.35357493,-0.09640302,0.48286363,-0.54697549,-1.20958221,0.12295529,-0.88451236,2.56438899
3.200000,3200,3200,0,-0.43859035,-0.40427405,-1.70609403,1.67843342,-0.52069277,0.35478288,-0.09229978,-1.28083873,-0.90731150,1.53794730,-0.17642437,3.26572967
3.210000,3210,3210,0,-0.48950085,-0.91396075,-2.34676480,1.13639283,-0.87580186,0.60154998,-0.78492147,-1.27803326,-0.51250058,2.57889318,0.40179372,2.57196212
3.220000,3220,3220,0,-0.58223498,-1.28341162,-2.55567670,0.84379464,-0.96422136,0.84402776,-1.23711169,-0.66756415,-0.24807288,2.96381235,0.42942709,1.60905361
3.230000,3230,3230,0,-0.74068874,-1.47183001,-2.44874001,0.66806757,-0.77675253,1.13046491,-1.38552332,-0.02120069,-0.09601063,3.06778669,0.23527361,1.40796304
3.240000,3240,3240,0,-0.82672995,-1.49973845,-2.43414950,0.51331478,-0.52871174,1.31350863,-1.47066796,0.19918336,-0.04832013,3.12646317,0.14786309,1.35225129
3.250000,3250,3250,0,-0.86696100,-1.47332478,-2.37154746,0.38705859,-0.36916637,1.37357616,-1.52027166,0.24246189,-0.04290061,3.06295109,0.06777312,1.33427954
3.260000,3260,3260,0,-0.85072643,-1.39838052,-2.20276213,0.32290295,-0.28277373,1.34393358,-1.50073147,0.28933907,-0.01657497,2.86369848,-0.00178612,1.27374136
3.270000,3270,3270,0,-0.77608776,-1.32540047,-1.98834181,0.34539607,-0.24693125,1.28452277,-1.41684926,0.31495461,0.01531808,2.56127214,-0.04662036,1.17282224
3.280000,3280,3280,0,-0.70577842,-1.27148867,-1.80740952,0.31983522,-0.20418668,1.24503756,-1.32549632,0.31512058,0.08741109,2.31639862,-0.13397168,1.05675602
3.290000,3290,3290,0,-0.68778139,-1.33148360,-1.73567665,0.27034530,-0.11416464,1.24125564,-1.27727962,0.35981575,0.09688507,2.20031309,-0.22106956,0.93914342
3.300000,3300,3300,0,-0.73263222,-1.52591109,-1.66010714,0.22787772,-0.08462965,1.28784466,-1.31659460,0.51731229,0.08867355,2.21580887,-0.27073592,0.82897186
3.310000,3310,3310,0,-0.74214965,-1.72457516,-1.59713829,0.22436748,-0.06582408,1.32263982,-1.34806049,0.57239795,0.12464549,2.26257372,-0.28374314,0.71199369
3.320000,3320,3320,0,-0.73265094,-1.79083300,-1.54890382,0.24775115,0.01311386,1.30874324,-1.34437478,0.52177465,0.10368712,2.29106617,-0.28926584,0.61550570
3.330000,3330,3330,0,-0.78065538,-1.75168133,-1.50330317,0.24727336,0.13511711,1.30148447,-1.34840453,0.46845868,0.01267986,2.27111769,-0.28690568,0.53412962
3.340000,3340,3340,0,-0.89397079,-1.61416185,-1.41830420,0.20524976,0.21843636,1.28684413,-1.37118721,0.52133131,-0.08410980,2.18263912,-0.29745275,0.50409150
3.350000,3350,3350,0,-0.99692357,-1.47965121,-1.37641072,0.10853913,0.29104888,1.24643147,-1.36975312,0.54771709,-0.10699601,2.11444545,-0.34921569,0.50360286
3.360000,3360,3360,0,-1.04750359,-1.40519798,-1.37391686,0.07024293,0.34355533,1.18102241,-1.36650562,0.55707562,-0.10881062,2.03713942,-0.39906400,0.48563987
3.370000,3370,3370,0,-1.07234764,-1.37412024,-1.34509623,0.05298813,0.39540893,1.14186811,-1.35040641,0.52603757,-0.12772344,1.92979050,-0.42737171,0.41803464
3.380000,3380,3380,0,-1.08988702,-1.34584808,-1.27365613,0.02883785,0.43414080,1.11934781,-1.32164752,0.48686662,-0.15646295,1.79174113,-0.44268137,0.32310939
3.390000,3390,3390,0,-1.09339893,-1.29587030,-1.18861067,-0.01309694,0.40470117,1.09994483,-1.28314567,0.47445700,-0.16796972,1.64292574,-0.45518485,0.21742019
3.400000,3400,3400,0,-1.07203782,-1.25484502,-1.10625815,-0.04388114,0.36341131,1.07224727,-1.22676623,0.44210178,-0.16736577,1.48806167,-0.45110905,0.10230729
3.410000,3410,3410,0,-1.03751373,-1.20103562,-1.01078784,-0.06298480,0.30449247,1.02798116,-1.16569030,0.39186886,-0.17830552,1.30913997,-0.43706030,-0.02255836
3.420000,3420,3420,0,-0.99137431,-1.14803946,-0.91191316,-0.07091155,0.23615640,0.96766394,-1.09685779,0.32803926,-0.18828176,1.08923161,-0.42471921,-0.16087469
3.430000,3430,3430,0,-0.94721490,-1.08102334,-0.78033519,-0.07220166,0.15223223,0.87643647,-1.02026403,0.26132455,-0.20952244,0.83980882,-0.41736776,-0.31615150
3.440000,3440,3440,0,-0.91212994,-0.99233562,-0.63754249,-0.07999750,0.08048070,0.75016010,-0.93153894,0.18557909,-0.23604943,0.55632788,-0.40358573,-0.50541449
3.450000,3450,3450,0,-0.88113523,-0.87320954,-0.46622342,-0.08918168,0.00919537,0.56839615,-0.82476413,0.09125866,-0.28281766,0.20898047,-0.38136226,-0.74666071
3.460000,3460,3460,0,-0.83165526,-0.72587150,-0.26624590,-0.11489884,-0.08619719,0.32757315,-0.69087857,-0.00661305,-0.31759405,-0.22577526,-0.38131177,-1.04703355
3.470000,3470,3470,0,-0.77066165,-0.53188145,-0.02801445,-0.15701951,-0.20712933,-0.01081262,-0.54301935,-0.09093280,-0.30269670,-0.76135540,-0.40045148,-1.39273119
3.480000,3480,3480,0,-0.73659068,-0.29118115,0.22895139,-0.24067840,-0.27933192,-0.51228136,-0.38782704,-0.13435507,-0.13378416,-1.36950052,-0.44812667,-1.73196077
3.490000,3490,3490,0,-0.64118785,0.03551264,0.39461869,-0.47178528,-0.24897543,-1.29813099,-0.17706957,-0.09110144,0.46448544,-1.87466562,-0.49661279,-1.93604863
3.500000,3500,3500,0,-0.20118591,0.62925261,0.40127733,-1.05646026,-0.03791050,-2.21298122,0.22668025,0.07701276,1.43199301,-1.88258421,-0.40081555,-1.98478317
3.510000,3510,3510,0,0.33090916,1.01771379,0.39164782,-1.73015833,-0.13294843,-2.74765968,0.64294255,0.35376218,2.14544678,-1.58681881,-0.26522818,-1.91666889
3.520000,3520,3520,0,0.72986823,0.96688849,0.30503798,-2.22424960,-0.40148535,-2.87730432,0.87286609,0.65160453,2.49779367,-1.32078338,-0.08600749,-1.88704050
3.530000,3530,3530,0,0.95321041,0.77700448,0.13316250,-2.57942152,-0.62711406,-2.79963684,0.95110434,1.00671387,2.59488487,-1.05745244,0.08659093,-1.86059630
3.540000,3540,3540,0,1.07874262,0.50684512,-0.02394164,-2.83092594,-0.71141094,-2.65763593,0.93777639,1.37802422,2.58240533,-0.84298640,0.16829745,-1.80726218
3.550000,3550,3550,0,1.14222109,0.23423718,-0.12539750,-2.98257065,-0.72045410,-2.51265812,0.88957942,1.68220496,2.53021097,-0.68285435,0.22792082,-1.75626159
3.560000,3560,3560,0,1.16745782,0.00573052,-0.21039456,-3.02780604,-0.68428993,-2.36608362,0.81635249,1.92609787,2.44860935,-0.57174647,0.28232545,-1.70967770
3.570000,3570,3570,0,1.17983401,-0.18080297,-0.26743579,-2.99017429,-0.60837495,-2.26963806,0.74215287,2.09262419,2.31690407,-0.51372933,0.28326648,-1.67044663
3.580000,3580,3580,0,1.17139482,-0.29791433,-0.27984935,-2.87762356,-0.49587291,-2.23418665,0.66416925,2.15973592,2.13181400,-0.52317637,0.23031239,-1.62245679
3.590000,3590,3590,0,1.13155735,-0.34913224,-0.26967180,-2.73147845,-0.36025244,-2.24394703,0.57823926,2.14880586,1.93858254,-0.58084881,0.14313214,-1.56466365
3.600000,3600,3600,0,1.07436109,-0.34828752,-0.24342269,-2.54207230,-0.25326157,-2.26026845,0.50744945,2.11215591,1.75197208,-0.64808214,0.05405830,-1.51183891
3.610000,3610,3610,0,1.02241468,-0.29549962,-0.22434759,-2.36332226,-0.20518896,-2.25047445,0.46211901,2.07952881,1.59070158,-0.69150394,0.01080333,-1.46965003
3.620000,3620,3620,0,0.98165566,-0.22472678,-0.20302159,-2.25924969,-0.17231652,-2.22663212,0.43865618,2.09288406,1.47530293,-0.70575511,0.01401304,-1.44039893
3.630000,3630,3630,0,0.97153217,-0.21678768,-0.14430350,-2.21050453,-0.11537900,-2.22224140,0.45151857,2.10158801,1.38863635,-0.71617216,0.02897786,-1.41348243
3.640000,3640,3640,0,0.98518103,-0.25171244,-0.05483258,-2.20743465,-0.06590212,-2.23448992,0.48338148,2.08102560,1.29747391,-0.73977721,0.05051439,-1.38618422
3.650000,3650,3650,0,1.01205218,-0.28017271,0.00495985,-2.25565529,-0.07272638,-2.25224662,0.53045106,2.03388023,1.22315979,-0.74768883,0.10613249,-1.36911511
3.660000,3660,3660,0,1.04944563,-0.29049438,0.01446947,-2.31204796,-0.10269236,-2.26061893,0.58802748,1.96962023,1.18053699,-0.73483682,0.17907743,-1.35881186
3.670000,3670,3670,0,1.08344734,-0.29715824,0.01834488,-2.33863974,-0.13023704,-2.25959301,0.64508384,1.89687896,1.15836251,-0.71848208,0.22929017,-1.35182405
3.680000,3680,3680,0,1.09922349,-0.29205066,0.02403346,-2.31624651,-0.15269306,-2.24884772,0.69417173,1.82068419,1.13540232,-0.70659953,0.25225633,-1.34439206
3.690000,3690,3690,0,1.09611416,-0.28527367,0.03857914,-2.24266791,-0.16560969,-2.22757912,0.73535043,1.74325871,1.10325909,-0.69881475,0.25398731,-1.32980990
3.700000,3700,3700,0,1.07731116,-0.27520472,0.05142167,-2.12852955,-0.17419371,-2.19472742,0.76996237,1.66960025,1.05828857,-0.69181865,0.24873619,-1.30770683
3.710000,3710,3710,0,1.04537499,-0.26438433,0.06288153,-1.97635055,-0.17837566,-2.15206909,0.79925770,1.59990978,1.00191069,-0.68326926,0.23831753,-1.28106666
3.720000,3720,3720,0,0.99999171,-0.24912195,0.07774636,-1.78817344,-0.17533612,-2.10032248,0.81941110,1.53217757,0.94030035,-0.67108238,0.21981077,-1.24907005
3.730000,3730,3730,0,0.94467026,-0.22166447,0.10057861,-1.57232809,-0.16589472,-2.03747392,0.83092004,1.46390140,0.87281466,-0.65468287,0.19269536,-1.21060455
3.740000,3740,3740,0,0.88382375,-0.17950828,0.13524362,-1.33443952,-0.14998218,-1.96241713,0.83599120,1.38986707,0.79643232,-0.63301271,0.15627925,-1.16294217
3.750000,3750,3750,0,0.81752592,-0.12164293,0.17798941,-1.07786012,-0.13297862,-1.87373567,0.83268720,1.30784822,0.71748382,-0.60161650,0.11660747,-1.10570574
3.760000,3760,3760,0,0.74730259,-0.05430967,0.22433436,-0.79484504,-0.11852419,-1.76943541,0.82244641,1.21380258,0.62821937,-0.55875278,0.08046298,-1.03507721
3.770000,3770,3770,0,0.67270309,0.01859999,0.27101591,-0.46994773,-0.10951086,-1.64622080,0.80813783,1.08839691,0.51384920,-0.50219160,0.04557442,-0.94394338
3.780000,3780,3780,0,0.59174746,0.09861226,0.32469633,-0.10505974,-0.10531939,-1.50618076,0.79026794,0.92880881,0.36659849,-0.44172096,0.00697403,-0.82556844
3.790000,3790,3790,0,0.49950901,0.18070580,0.38204631,0.29787067,-0.11083715,-1.34718943,0.76764435,0.74903703,0.17684673,-0.38867116,-0.04814387,-0.65473604
3.800000,3800,3800,0,0.38059258,0.25917184,0.42658582,0.74112135,-0.13660872,-1.16391170,0.73628610,0.57166278,-0.07952359,-0.36120623,-0.16714735,-0.35717833
3.810000,3810,3810,0,0.19589575,0.30505127,0.41060624,1.25213528,-0.16496338,-0.94059396,0.73590291,0.42432293,-0.44954446,-0.39521754,-0.42853361,0.25674492
3.820000,3820,3820,0,-0.01440739,0.28450531,0.14601016,1.80982423,-0.21600705,-0.59507471,0.73857725,0.08037506,-0.91230148,-0.35567361,-0.77291495,1.24028254
3.830000,3830,3830,0,-0.28973994,0.02630143,-0.57508439,2.17425680,-0.35357499,-0.09640299,0.48286361,-0.54697549,-1.20958233,0.12295523,-0.88451236,2.56438899
3.840000,3840,3840,0,-0.43859044,-0.40427405,-1.70609403,1.67843318,-0.52069265,0.35478276,-0.09229978,-1.28083885,-0.90731162,1.53794730,-0.17642424,3.26572967
3.850000,3850,3850,0,-0.48950079,-0.91396064,-2.34676480,1.13639283,-0.87580186,0.60155010,-0.78492135,-1.27803338,-0.51250041,2.57889271,0.40179384,2.57196236
3.860000,3860,3860,0,-0.58223516,-1.28341174,-2.55567670,0.84379488,-0.96422154,0.84402776,-1.23711169,-0.66756403,-0.24807312,2.96381235,0.42942706,1.60905337
3.870000,3870,3870,0,-0.74068892,-1.47183001,-2.44874024,0.66806757,-0.77675235,1.13046503,-1.38552320,-0.02120078,-0.09601055,3.06778669,0.23527353,1.40796280
3.880000,3880,3880,0,-0.82672995,-1.49973869,-2.43414950,0.51331484,-0.52871156,1.31350875,-1.47066796,0.19918317,-0.04832013,3.12646294,0.14786321,1.35225129
3.890000,3890,3890,0,-0.86696118,-1.47332454,-2.37154722,0.38705847,-0.36916643,1.37357605,-1.52027166,0.24246207,-0.04290058,3.06295109,0.06777301,1.33427954
3.900000,3900,3900,0,-0.85072654,-1.39838028,-2.20276213,0.32290286,-0.28277385,1.34393358,-1.50073147,0.28933910,-0.01657482,2.86369848,-0.00178609,1.27374148
3.910000,3910,3910,0,-0.77608782,-1.32540059,-1.98834205,0.34539619,-0.24693102,1.28452277,-1.41684937,0.31495455,0.01531796,2.56127238,-0.04662030,1.17282212
3.920000,3920,3920,0,-0.70577854,-1.27148855,-1.80740941,0.31983522,-0.20418668,1.24503756,-1.32549644,0.31512067,0.08741127,2.31639862,-0.13397181,1.05675590
3.930000,3930,3930,0,-0.68778139,-1.33148360,-1.73567653,0.27034521,-0.11416446,1.24125564,-1.27727973,0.35981560,0.09688507,2.20031309,-0.22106953,0.93914342
3.940000,3940,3940,0,-0.73263210,-1.52591097,-1.66010702,0.22787772,-0.08462971,1.28784490,-1.31659448,0.51731217,0.08867358,2.21580887,-0.27073595,0.82897174
3.950000,3950,3950,0,-0.74214965,-1.72457504,-1.59713817,0.22436751,-0.06582414,1.32263994,-1.34806049,0.57239795,0.12464534,2.26257372,-0.28374296,0.71199381
3.960000,3960,3960,0,-0.73265105,-1.79083300,-1.54890382,0.24775106,0.01311404,1.30874324,-1.34437466,0.52177465,0.10368724,2.29106617,-0.28926590,0.61550570
3.970000,3970,3970,0,-0.78065538,-1.75168133,-1.50330305,0.24727331,0.13511711,1.30148435,-1.34840465,0.46845874,0.01267974,2.27111793,-0.28690562,0.53412980
3.980000,3980,3980,0,-0.89397085,-1.61416173,-1.41830432,0.20524964,0.21843654,1.28684425,-1.37118709,0.52133131,-0.08410974,2.18263912,-0.29745281,0.50409144
3.990000,3990,3990,0,-0.99692363,-1.47965097,-1.37641037,0.10853910,0.29104900,1.24643147,-1.36975324,0.54771698,-0.10699598,2.11444569,-0.34921572,0.50360274
4.000000,4000,4000,0,-1.04750371,-1.40519810,-1.37391686,0.07024276,0.34355539,1.18102241,-1.36650598,0.55707574,-0.10881056,2.03713965,-0.39906400,0.48563969
4.010000,4010,4010,0,-1.07234788,-1.37412047,-1.34509647,0.05298810,0.39540899,1.14186811,-1.35040641,0.52603757,-0.12772359,1.92979062,-0.42737159,0.41803470
4.020000,4020,4020,0,-1.08988714,-1.34584832,-1.27365601,0.02883797,0.43414062,1.11934781,-1.32164752,0.48686650,-0.15646310,1.79174113,-0.44268134,0.32310933
4.030000,4030,4030,0,-1.09339881,-1.29586995,-1.18861091,-0.01309694,0.40470159,1.09994471,-1.28314555,0.47445706,-0.16796972,1.64292586,-0.45518494,0.21742043
4.040000,4040,4040,0,-1.07203794,-1.25484490,-1.10625815,-0.04388117,0.36341137,1.07224715,-1.22676623,0.44210178,-0.16736569,1.48806155,-0.45110914,0.10230735
4.050000,4050,4050,0,-1.03751385,-1.20103550,-1.01078773,-0.06298492,0.30449265,1.02798116,-1.16569030,0.39186886,-0.17830528,1.30913997,-0.43706024,-0.02255833
4.060000,4060,4060,0,-0.99137437,-1.14803934,-0.91191304,-0.07091149,0.23615640,0.96766382,-1.09685779,0.32803926,-0.18828173,1.08923173,-0.42471927,-0.16087483
4.070000,4070,4070,0,-0.94721490,-1.08102345,-0.78033531,-0.07220168,0.15223223,0.87643641,-1.02026403,0.26132461,-0.20952244,0.83980882,-0.41736773,-0.31615138
4.080000,4080,4080,0,-0.91212994,-0.99233574,-0.63754237,-0.07999743,0.08048073,0.75016010,-0.93153900,0.18557896,-0.23604970,0.55632800,-0.40358573,-0.50541437
4.090000,4090,4090,0,-0.88113517,-0.87320936,-0.46622336,-0.08918170,0.00919539,0.56839609,-0.82476413,0.09125873,-0.28281775,0.20898049,-0.38136226,-0.74666083
4.100000,4100,4100,0,-0.83165538,-0.72587174,-0.26624590,-0.11489876,-0.08619698,0.32757321,-0.69087857,-0.00661299,-0.31759405,-0.22577520,-0.38131177,-1.04703367
4.110000,4110,4110,0,-0.77066159,-0.53188139,-0.02801434,-0.15701951,-0.20712933,-0.01081253,-0.54301941,-0.09093282,-0.30269668,-0.76135534,-0.40045157,-1.39273095
4.120000,4120,4120,0,-0.73659068,-0.29118115,0.22895142,-0.24067827,-0.27933189,-0.51228136,-0.38782692,-0.13435513,-0.13378435,-1.36950076,-0.44812667,-1.73196077
4.130000,4130,4130,0,-0.64118797,0.03551260,0.39461866,-0.47178510,-0.24897549,-1.29813087,-0.17706960,-0.09110159,0.46448532,-1.87466538,-0.49661279,-1.93604863
4.140000,4140,4140,0,-0.20118596,0.62925231,0.40127754,-1.05646014,-0.03791054,-2.21298122,0.22668025,0.07701273,1.43199289,-1.88258433,-0.40081549,-1.98478341
4.150000,4150,4150,0,0.33090904,1.01771379,0.39164761,-1.73015833,-0.13294831,-2.74765944,0.64294249,0.35376218,2.14544678,-1.58681881,-0.26522815,-1.91666889
4.160000,4160,4160,0,0.72986794,0.96688855,0.30503798,-2.22424936,-0.40148520,-2.87730455,0.87286597,0.65160441,2.49779391,-1.32078373,-0.08600755,-1.88704073
4.170000,4170,4170,0,0.95321029,0.77700460,0.13316262,-2.57942176,-0.62711400,-2.79963684,0.95110434,1.00671399,2.59488487,-1.05745256,0.08659093,-1.86059618
4.180000,4180,4180,0,1.07874250,0.50684494,-0.02394170,-2.83092570,-0.71141094,-2.65763593,0.93777657,1.37802422,2.58240509,-0.84298629,0.16829745,-1.80726242
4.190000,4190,4190,0,1.14222109,0.23423709,-0.12539750,-2.98257065,-0.72045416,-2.51265860,0.88957942,1.68220472,2.53021121,-0.68285424,0.22792064,-1.75626147
4.200000,4200,4200,0,1.16745794,0.00573069,-0.21039456,-3.02780581,-0.68429005,-2.36608362,0.81635261,1.92609787,2.44860911,-0.57174659,0.28232533,-1.70967782
4.210000,4210,4210,0,1.17983401,-0.18080296,-0.26743573,-2.99017429,-0.60837501,-2.26963806,0.74215305,2.09262395,2.31690407,-0.51372939,0.28326654,-1.67044652
4.220000,4220,4220,0,1.17139459,-0.29791451,-0.27984923,-2.87762356,-0.49587306,-2.23418641,0.66416937,2.15973616,2.13181400,-0.52317643,0.23031233,-1.62245679
4.230000,4230,4230,0,1.13155735,-0.34913248,-0.26967201,-2.73147821,-0.36025250,-2.24394703,0.57823926,2.14880610,1.93858254,-0.58084875,0.14313231,-1.56466365
4.240000,4240,4240,0,1.07436109,-0.34828722,-0.24342287,-2.54207230,-0.25326169,-2.26026869,0.50744957,2.11215591,1.75197196,-0.64808220,0.05405830,-1.51183903
4.250000,4250,4250,0,1.02241468,-0.29549968,-0.22434732,-2.36332226,-0.20518890,-2.25047445,0.46211907,2.07952857,1.59070134,-0.69150406,0.01080345,-1.46965003
4.260000,4260,4260,0,0.98165554,-0.22472690,-0.20302179,-2.25924969,-0.17231655,-2.22663212,0.43865600,2.09288406,1.47530293,-0.70575523,0.01401304,-1.44039881
4.270000,4270,4270,0,0.97153217,-0.21678759,-0.14430365,-2.21050453,-0.11537900,-2.22224164,0.45151880,2.10158825,1.38863635,-0.71617192,0.02897786,-1.41348231
4.280000,4280,4280,0,0.98518115,-0.25171232,-0.05483258,-2.20743465,-0.06590208,-2.23448992,0.48338154,2.08102512,1.29747391,-0.73977715,0.05051451,-1.38618422
4.290000,4290,4290,0,1.01205218,-0.28017265,0.00495991,-2.25565529,-0.07272630,-2.25224662,0.53045112,2.03388023,1.22315979,-0.74768889,0.10613273,-1.36911511
4.300000,4300,4300,0,1.04944563,-0.29049426,0.01446956,-2.31204796,-0.10269246,-2.26061869,0.58802754,1.96962047,1.18053699,-0.73483676,0.17907731,-1.35881186
4.310000,4310,4310,0,1.08344722,-0.29715818,0.01834479,-2.33863974,-0.13023695,-2.25959301,0.64508402,1.89687896,1.15836251,-0.71848202,0.22929017,-1.35182405
4.320000,4320,4320,0,1.09922349,-0.29205072,0.02403337,-2.31624603,-0.15269318,-2.24884772,0.69417173,1.82068419,1.13540208,-0.70659965,0.25225645,-1.34439206
4.330000,4330,4330,0,1.09611416,-0.28527391,0.03857902,-2.24266791,-0.16560960,-2.22757888,0.73535043,1.74325895,1.10325933,-0.69881451,0.25398761,-1.32980990
4.340000,4340,4340,0,1.07731128,-0.27520484,0.05142158,-2.12852955,-0.17419368,-2.19472742,0.76996243,1.66960025,1.05828846,-0.69181836,0.24873625,-1.30770671
4.350000,4350,4350,0,1.04537511,-0.26438451,0.06288147,-1.97635055,-0.17837548,-2.15206909,0.79925776,1.59990954,1.00191045,-0.68326932,0.23831759,-1.28106666
4.360000,4360,4360,0,0.99999171,-0.24912177,0.07774630,-1.78817356,-0.17533630,-2.10032225,0.81941110,1.53217757,0.94030029,-0.67108232,0.21981095,-1.24906981
4.370000,4370,4370,0,0.94467026,-0.22166459,0.10057867,-1.57232785,-0.16589463,-2.03747392,0.83092010,1.46390116,0.87281466,-0.65468276,0.19269530,-1.21060455
4.380000,4380,4380,0,0.88382381,-0.17950827,0.13524365,-1.33443940,-0.14998227,-1.96241713,0.83599102,1.38986707,0.79643220,-0.63301289,0.15627931,-1.16294217
4.390000,4390,4390,0,0.81752580,-0.12164293,0.17798938,-1.07786000,-0.13297859,-1.87373543,0.83268732,1.30784822,0.71748370,-0.60161644,0.11660747,-1.10570574
4.400000,4400,4400,0,0.74730271,-0.05430973,0.22433442,-0.79484504,-0.11852413,-1.76943541,0.82244653,1.21380258,0.62821954,-0.55875272,0.08046286,-1.03507710
4.410000,4410,4410,0,0.67270297,0.01859993,0.27101609,-0.46994761,-0.10951098,-1.64622080,0.80813771,1.08839679,0.51384908,-0.50219178,0.04557442,-0.94394338
4.420000,4420,4420,0,0.59174746,0.09861211,0.32469615,-0.10505978,-0.10531936,-1.50618064,0.79026794,0.92880881,0.36659858,-0.44172084,0.00697397,-0.82556844
4.430000,4430,4430,0,0.49950901,0.18070605,0.38204646,0.29787067,-0.11083709,-1.34718919,0.76764429,0.74903691,0.17684671,-0.38867128,-0.04814390,-0.65473604
4.440000,4440,4440,0,0.38059261,0.25917178,0.42658594,0.74112123,-0.13660869,-1.16391182,0.73628598,0.57166266,-0.07952352,-0.36120629,-0.16714735,-0.35717848
4.450000,4450,4450,0,0.19589581,0.30505133,0.41060615,1.25213540,-0.16496338,-0.94059402,0.73590285,0.42432296,-0.44954443,-0.39521760,-0.42853367,0.25674486
4.460000,4460,4460,0,-0.01440750,0.28450525,0.14601025,1.80982423,-0.21600717,-0.59507471,0.73857713,0.08037502,-0.91230154,-0.35567367,-0.77291512,1.24028254
4.470000,4470,4470,0,-0.28973982,0.02630152,-0.57508439,2.17425680,-0.35357493,-0.09640297,0.48286361,-0.54697537,-1.20958209,0.12295526,-0.88451231,2.56438899
4.480000,4480,4480,0,-0.43859041,-0.40427411,-1.70609391,1.67843330,-0.52069277,0.35478276,-0.09229978,-1.28083861,-0.90731162,1.53794718,-0.17642456,3.26572967
4.490000,4490,4490,0,-0.48950079,-0.91396064,-2.34676456,1.13639283,-0.87580192,0.60154992,-0.78492111,-1.27803326,-0.51250058,2.57889271,0.40179372,2.57196236
4.500000,4500,4500,0,-0.58223504,-1.28341174,-2.55567670,0.84379476,-0.96422142,0.84402788,-1.23711169,-0.66756392,-0.24807297,2.96381259,0.42942712,1.60905361
